                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    135,                0.78474,                0.44836,                0.96337,                0.85291,                0.81647,                0.87735,                0.57938,                 1.1805,                0.74174,                 1.2874,              0.0006833,              0.0006833,              0.0006833
                    136,                0.74748,                0.42749,                0.95137,                0.85671,                0.82471,                0.87991,                0.58549,                 1.1565,                0.71724,                 1.2653,              0.0006734,              0.0006734,              0.0006734
                    137,                0.78697,                 0.4556,                0.97211,                0.84512,                 0.8217,                0.87593,                0.58051,                 1.1812,                0.73352,                 1.2766,              0.0006635,              0.0006635,              0.0006635
                    138,                0.77161,                 0.4437,                0.94555,                0.86824,                0.79075,                0.87651,                0.57659,                 1.1927,                0.74164,                  1.288,              0.0006536,              0.0006536,              0.0006536
                    139,                0.75687,                 0.4407,                0.93807,                0.85644,                0.80118,                0.87035,                0.56777,                 1.2035,                0.76577,                  1.295,              0.0006437,              0.0006437,              0.0006437
                    140,                0.75565,                0.42539,                0.93864,                0.88169,                0.77765,                0.87451,                0.57917,                 1.1861,                0.74647,                 1.2889,              0.0006338,              0.0006338,              0.0006338
                    141,                0.73899,                 0.4221,                0.93936,                0.81593,                0.82118,                0.87353,                0.57588,                 1.2092,                 0.7615,                  1.311,              0.0006239,              0.0006239,              0.0006239
                    142,                0.77028,                0.44141,                0.95896,                0.83697,                0.81412,                0.88152,                0.57997,                 1.1939,                0.74094,                 1.3024,               0.000614,               0.000614,               0.000614
                    143,                0.75431,                0.43911,                 0.9494,                0.83755,                0.80669,                0.87446,                 0.5744,                 1.1998,                0.76007,                 1.3079,              0.0006041,              0.0006041,              0.0006041
                    144,                0.74172,                0.43504,                0.94714,                0.83183,                0.80309,                0.87284,                0.57704,                 1.1941,                0.77172,                 1.2986,              0.0005942,              0.0005942,              0.0005942
                    145,                 0.7641,                0.44013,                0.94785,                0.85034,                0.78211,                0.86376,                0.57066,                 1.1917,                0.78173,                   1.28,              0.0005843,              0.0005843,              0.0005843
                    146,                0.72426,                0.41707,                0.93881,                0.86279,                0.79156,                 0.8673,                 0.5724,                 1.2015,                0.74674,                 1.3027,              0.0005744,              0.0005744,              0.0005744
                    147,                0.74194,                0.42845,                0.93958,                0.86756,                0.77882,                0.86209,                0.56761,                 1.1987,                0.77767,                 1.3061,              0.0005645,              0.0005645,              0.0005645
                    148,                0.72541,                 0.4138,                0.92755,                0.84313,                0.80306,                0.86733,                0.57463,                 1.1821,                0.73756,                 1.2967,              0.0005546,              0.0005546,              0.0005546
                    149,                0.73062,                0.42365,                0.94829,                0.87975,                0.77462,                0.87351,                0.57314,                  1.184,                0.75026,                 1.2862,              0.0005447,              0.0005447,              0.0005447
